0	33.33	33.33	0.00	0	0	0	0	0	0.00
1	60.33	57.33	0.75	1	0	14	17	1	0.80
2	51.33	10.33	0.33	1	1	12	15	1	0.80
3	41.00	35.33	0.75	1	1	12	15	3	0.80
4	7.67	45.67	0.33	1	0	12	15	4	0.80
5	63.33	9.33	0.75	1	1	14	17	4	0.60
6	2.67	23.67	0.75	0	1	12	15	3	0.60
7	34.33	43.33	0.50	1	1	12	15	5	0.60
8	20.67	16.67	0.33	1	1	14	17	2	0.90
9	29.67	53.67	0.75	1	1	12	15	4	0.80
10	39.00	30.33	0.33	1	0	14	17	2	0.90
11	4.00	52.00	0.50	1	1	9	12	2	0.80
12	29.33	55.00	0.75	0	1	12	15	5	0.70
13	35.67	41.67	0.50	1	0	9	12	5	0.90
14	2.67	24.67	0.75	0	1	12	15	5	0.60
15	35.00	41.67	0.50	1	0	14	17	2	0.80
16	39.33	64.00	0.33	1	0	9	12	4	0.70
17	48.67	3.67	0.33	1	1	12	15	2	0.90
18	31.00	4.33	0.75	1	0	9	12	2	0.80
19	62.67	41.67	0.50	1	1	12	15	2	0.90
20	29.00	39.00	0.33	0	1	14	17	4	0.90
21	41.00	10.33	0.50	1	0	12	15	2	0.60
22	40.33	63.00	0.33	1	0	14	17	2	0.60
23	58.00	42.67	0.50	1	0	12	15	3	0.70
24	65.67	26.67	0.75	1	0	9	12	4	0.90
25	50.33	55.00	0.50	1	0	12	15	5	0.60
26	46.67	1.33	0.33	0	1	12	15	1	0.60
27	26.00	61.33	0.33	1	0	12	15	2	0.70
28	32.00	50.00	0.50	1	0	9	12	2	0.60
29	32.00	49.00	0.50	1	1	12	15	4	0.70
30	49.67	60.67	0.75	1	1	9	12	1	0.70
31	29.00	63.67	0.50	0	1	14	17	4	0.80
32	63.00	50.33	0.33	1	0	14	17	3	0.80
33	33.00	48.00	0.33	1	1	12	15	3	0.80
34	21.33	17.33	0.33	0	1	9	12	4	0.90
35	2.33	50.33	0.50	1	0	9	12	4	0.90
36	50.33	33.00	0.33	0	1	9	12	4	0.90
37	29.00	39.33	0.50	1	1	9	12	2	0.70
38	59.67	47.00	0.75	0	1	14	17	3	0.70
39	64.00	50.33	0.50	1	1	12	15	2	0.70
40	47.67	0.00	0.75	1	0	14	17	5	0.60
41	22.00	19.33	0.50	1	0	14	17	5	0.70
42	40.67	4.67	0.50	0	1	9	12	2	0.80
43	22.00	17.33	0.75	0	1	12	15	5	0.90
44	57.67	18.33	0.33	1	1	14	17	3	0.80
45	39.67	12.33	0.75	0	1	14	17	2	0.90
46	66.33	9.33	0.75	1	1	12	15	1	0.80
47	30.00	53.67	0.33	1	0	9	12	4	0.70
48	12.00	64.33	0.33	1	0	12	15	5	0.60
49	53.00	53.33	0.50	1	1	12	15	2	0.90
50	64.67	37.33	0.50	1	0	9	12	3	0.70
51	58.67	57.67	0.33	1	1	12	15	1	0.60
52	39.00	64.33	0.75	0	1	14	17	4	0.70
53	62.00	32.00	0.50	0	1	12	15	2	0.60
54	13.00	18.67	0.50	1	0	12	15	3	0.90
55	63.00	40.00	0.75	1	0	9	12	3	0.90
56	9.67	46.33	0.75	1	1	12	15	3	0.80
