0	33.33	33.33	0.00	0	0	0	0	0	0.00
1	44.67	2.00	0.50	1	1	12	15	5	0.60
2	21.00	19.33	0.50	0	1	9	12	5	0.60
3	21.33	17.33	0.75	0	1	12	15	2	0.90
4	46.33	2.33	0.75	1	1	14	17	2	0.80
5	36.67	2.67	0.33	1	1	9	12	5	0.70
6	26.33	64.33	0.75	1	0	14	17	5	0.70
7	26.67	63.33	0.50	0	1	9	12	1	0.70
8	52.67	27.00	0.33	1	0	14	17	5	0.70
9	20.00	51.00	0.75	0	1	12	15	2	0.80
10	47.00	2.67	0.33	1	1	9	12	2	0.70
11	4.33	27.00	0.75	0	1	14	17	5	0.70
12	22.67	38.33	0.75	1	0	9	12	1	0.70
13	50.33	44.00	0.33	1	0	9	12	1	0.70
14	29.33	47.67	0.50	1	0	12	15	4	0.90
15	5.33	28.00	0.50	0	1	14	17	3	0.60
16	51.67	5.67	0.50	1	1	14	17	1	0.70
17	23.00	50.00	0.75	1	1	14	17	3	0.60
18	18.33	29.00	0.33	0	1	9	12	2	0.70
19	7.33	44.33	0.50	1	1	12	15	1	0.90
20	3.33	6.67	0.50	0	1	14	17	3	0.70
21	62.33	47.33	0.33	0	1	14	17	4	0.70
22	38.00	40.67	0.33	0	1	14	17	5	0.60
23	26.00	39.67	0.33	1	1	9	12	1	0.70
24	66.33	38.33	0.33	1	1	14	17	3	0.90
25	61.67	41.33	0.50	0	1	12	15	1	0.70
26	15.33	7.33	0.50	0	1	14	17	1	0.80
27	2.33	50.67	0.33	0	1	14	17	4	0.90
28	48.00	30.67	0.75	0	1	9	12	1	0.80
29	1.67	54.00	0.33	1	1	9	12	1	0.70
30	65.67	37.67	0.33	1	1	14	17	5	0.90
31	63.00	31.67	0.50	1	0	12	15	4	0.90
32	28.00	39.33	0.33	1	1	14	17	1	0.80
33	9.33	25.67	0.75	1	1	14	17	2	0.60
34	35.00	8.67	0.75	0	1	9	12	1	0.90
35	37.67	33.33	0.50	0	1	14	17	3	0.70
36	46.33	32.33	0.50	1	1	9	12	5	0.80
37	47.67	59.67	0.33	0	1	9	12	1	0.60
38	37.00	63.00	0.75	0	1	9	12	1	0.80
39	39.67	12.33	0.33	1	1	12	15	3	0.60
40	29.00	63.67	0.75	1	0	9	12	4	0.70
41	26.67	55.67	0.50	1	1	12	15	2	0.80
42	7.67	45.67	0.75	1	1	12	15	3	0.90
43	60.33	23.33	0.33	1	1	12	15	4	0.80
44	59.33	41.00	0.75	0	1	14	17	5	0.60
45	15.00	47.33	0.33	1	1	9	12	3	0.60
46	50.33	22.00	0.75	1	1	14	17	1	0.90
47	22.67	16.67	0.75	0	1	12	15	1	0.80
48	53.00	65.33	0.75	1	1	12	15	3	0.80
49	29.00	10.00	0.50	0	1	14	17	5	0.70
50	62.33	30.67	0.50	1	1	14	17	1	0.90
