0	33.33	33.33	0.00	0	0	0	0	0	0.00
1	6.67	19.67	0.75	0	1	9	12	5	0.60
2	59.33	20.33	0.33	1	0	14	17	1	0.90
3	13.00	62.00	0.75	1	1	14	17	3	0.90
4	60.67	36.67	0.50	0	1	12	15	5	0.90
5	62.00	21.67	0.50	1	0	9	12	5	0.80
6	19.33	6.33	0.75	0	1	12	15	1	0.90
7	20.00	23.67	0.50	1	0	9	12	5	0.60
8	28.67	50.00	0.75	1	1	12	15	1	0.80
9	13.33	31.67	0.50	0	1	14	17	2	0.90
10	41.00	30.00	0.75	1	0	12	15	4	0.80
11	18.33	33.33	0.50	0	1	14	17	1	0.90
12	6.00	11.67	0.75	1	0	14	17	1	0.60
13	29.33	50.67	0.75	0	1	14	17	3	0.80
14	8.67	13.67	0.50	1	1	12	15	4	0.90
15	8.00	43.67	0.33	1	0	14	17	5	0.60
16	32.33	64.00	0.33	0	1	12	15	2	0.90
17	21.00	14.67	0.33	0	1	12	15	3	0.80
18	0.33	18.00	0.50	1	0	14	17	1	0.70
19	44.67	52.33	0.50	0	1	9	12	4	0.90
20	58.67	44.00	0.75	0	1	14	17	1	0.70
21	51.67	5.67	0.75	0	1	14	17	2	0.60
22	53.00	62.33	0.33	1	1	9	12	2	0.70
23	58.00	64.67	0.50	1	1	12	15	3	0.80
24	45.33	30.00	0.75	1	0	12	15	4	0.90
25	0.33	49.67	0.75	1	1	14	17	3	0.60
26	27.67	60.00	0.50	1	0	12	15	1	0.90
27	21.00	47.00	0.33	1	1	12	15	3	0.80
28	13.00	37.33	0.33	1	1	14	17	3	0.60
29	61.33	46.67	0.75	1	1	12	15	4	0.70
30	16.67	10.33	0.33	1	1	9	12	3	0.60
31	9.33	53.33	0.33	1	0	12	15	3	0.70
32	47.67	59.67	0.75	1	0	12	15	4	0.60
33	24.67	54.33	0.33	1	0	12	15	5	0.60
34	13.00	50.33	0.33	1	0	14	17	1	0.70
35	57.00	23.00	0.33	1	0	12	15	5	0.90
36	51.00	6.33	0.75	1	0	9	12	1	0.60
37	37.00	63.00	0.75	1	0	14	17	5	0.60
38	1.67	40.67	0.33	1	1	12	15	1	0.70
39	53.00	35.00	0.33	1	0	12	15	4	0.60
40	16.33	33.00	0.33	1	1	9	12	4	0.90
41	17.67	58.33	0.33	0	1	9	12	3	0.80
42	16.00	35.33	0.75	1	1	12	15	5	0.80
43	33.67	42.33	0.50	1	1	14	17	2	0.80
44	49.67	26.00	0.50	1	0	14	17	1	0.90
45	26.00	56.33	0.75	0	1	12	15	5	0.70
46	52.33	47.33	0.75	0	1	9	12	2	0.70
47	25.00	56.67	0.50	0	1	12	15	3	0.70
48	52.00	31.00	0.50	1	1	14	17	5	0.60
49	1.67	43.33	0.75	0	1	14	17	2	0.70
50	52.67	27.00	0.75	1	0	12	15	1	0.80
51	28.33	28.33	0.33	1	1	9	12	3	0.90
52	63.00	27.67	0.50	1	0	12	15	4	0.70
53	22.00	1.00	0.75	1	1	9	12	3	0.60
54	15.00	31.67	0.33	0	1	9	12	1	0.70
55	54.00	54.00	0.50	1	0	14	17	3	0.90
56	28.00	62.67	0.50	1	0	14	17	1	0.90
57	12.67	33.67	0.75	1	0	12	15	3	0.80
58	18.33	17.00	0.50	1	0	14	17	4	0.80
59	58.67	19.33	0.33	0	1	14	17	5	0.60
60	16.00	31.33	0.75	0	1	14	17	2	0.60
61	57.67	49.00	0.33	1	1	9	12	1	0.90
62	11.67	3.00	0.50	1	0	12	15	2	0.90
63	37.33	14.00	0.33	0	1	14	17	3	0.60
64	3.67	39.33	0.50	1	1	12	15	1	0.80
65	51.67	7.33	0.75	0	1	12	15	2	0.70
66	14.00	58.00	0.75	1	0	12	15	1	0.90
67	51.33	2.33	0.75	0	1	12	15	1	0.90
68	60.33	13.00	0.33	1	0	9	12	1	0.60
69	20.00	51.00	0.50	1	0	14	17	1	0.80
70	57.00	12.00	0.50	1	0	9	12	5	0.80
71	52.67	44.00	0.33	1	1	12	15	2	0.70
72	37.33	58.00	0.75	1	1	9	12	3	0.60
73	32.33	43.00	0.50	1	0	12	15	3	0.60
74	22.67	63.67	0.33	1	0	9	12	3	0.70
75	41.33	63.67	0.50	1	0	12	15	3	0.60
76	28.67	36.67	0.50	1	1	12	15	5	0.90
77	52.67	6.67	0.50	1	1	12	15	2	0.60
78	43.33	18.33	0.50	0	1	14	17	5	0.80
79	60.00	22.00	0.33	0	1	9	12	5	0.90
80	6.00	19.67	0.75	1	1	14	17	2	0.60
81	46.33	52.67	0.50	0	1	9	12	1	0.80
82	12.33	48.67	0.33	1	0	12	15	5	0.60
83	5.67	10.67	0.33	1	0	9	12	1	0.70
84	28.67	23.00	0.50	1	0	9	12	2	0.70
85	22.33	23.33	0.75	1	1	9	12	5	0.70
86	39.67	37.67	0.75	1	1	12	15	3	0.90
87	45.33	4.00	0.33	1	1	14	17	3	0.80
88	16.33	23.67	0.33	1	1	9	12	5	0.60
89	40.33	16.00	0.33	1	1	9	12	3	0.80
90	39.33	39.00	0.50	0	1	12	15	2	0.80
91	34.67	29.33	0.75	1	0	9	12	2	0.80
92	29.67	58.67	0.50	0	1	9	12	3	0.80
93	15.33	13.33	0.75	1	1	12	15	1	0.80
94	26.00	24.00	0.50	0	1	12	15	3	0.80
95	23.00	50.00	0.75	1	1	12	15	4	0.70
96	2.00	40.00	0.33	0	1	12	15	4	0.60
97	51.33	9.67	0.33	1	1	12	15	3	0.60
98	23.33	43.33	0.33	1	1	12	15	2	0.70
99	57.33	62.00	0.33	0	1	9	12	4	0.60
100	7.67	56.00	0.75	1	1	9	12	3	0.80
101	21.67	14.00	0.33	1	1	12	15	1	0.90
102	17.67	60.00	0.75	1	0	12	15	3	0.70
103	30.00	1.33	0.75	1	1	14	17	3	0.60
104	25.33	34.00	0.33	0	1	12	15	1	0.80
105	10.00	22.33	0.50	1	1	9	12	4	0.80
106	46.00	24.00	0.33	1	0	9	12	2	0.80
107	22.67	38.33	0.75	1	0	12	15	4	0.80
108	28.00	27.00	0.50	1	1	14	17	2	0.60
109	34.67	47.33	0.50	0	1	12	15	5	0.60
110	34.67	1.67	0.75	1	0	12	15	2	0.70
111	10.33	21.00	0.50	0	1	9	12	4	0.70
112	10.00	61.00	0.75	1	1	12	15	1	0.90
113	47.00	48.67	0.75	0	1	12	15	4	0.70
114	53.00	65.33	0.75	1	0	9	12	5	0.80
115	6.67	24.00	0.75	1	0	14	17	3	0.70
116	37.67	33.33	0.50	0	1	9	12	1	0.80
117	61.33	33.67	0.33	1	0	14	17	2	0.70
118	27.33	16.00	0.75	0	1	12	15	4	0.80
119	19.00	52.33	0.50	1	1	14	17	5	0.80
120	22.33	46.00	0.50	1	0	9	12	5	0.60
121	60.33	23.33	0.50	1	1	14	17	1	0.70
122	21.00	49.67	0.33	1	1	12	15	2	0.70
123	13.67	14.33	0.33	1	1	14	17	5	0.80
124	24.67	22.33	0.50	1	1	14	17	2	0.80
125	46.00	20.33	0.75	0	1	9	12	4	0.70
126	60.67	3.00	0.33	1	1	14	17	1	0.90
127	34.67	58.67	0.75	1	1	12	15	5	0.90
128	20.00	61.33	0.75	1	0	9	12	5	0.70
129	21.00	64.00	0.75	1	1	14	17	2	0.90
130	25.67	39.67	0.50	1	0	14	17	2	0.80
131	45.67	13.67	0.75	0	1	12	15	3	0.80
132	50.33	60.00	0.50	1	1	9	12	2	0.60
133	21.00	50.33	0.75	1	0	12	15	1	0.60
134	48.67	1.00	0.75	0	1	14	17	3	0.80
135	62.00	2.67	0.75	1	0	12	15	5	0.70
136	17.00	54.00	0.75	1	0	12	15	5	0.90
137	19.00	39.33	0.33	1	1	12	15	5	0.60
138	35.67	32.00	0.33	0	1	9	12	1	0.60
139	51.33	61.33	0.50	1	0	12	15	2	0.90
140	15.33	1.67	0.33	0	1	9	12	3	0.90
141	26.67	63.33	0.50	1	1	12	15	2	0.60
142	33.33	48.00	0.33	1	0	14	17	1	0.80
143	40.33	15.33	0.50	1	1	14	17	4	0.70
144	59.00	44.67	0.33	1	1	9	12	3	0.80
145	51.67	35.67	0.33	0	1	9	12	3	0.90
146	20.67	50.67	0.50	1	1	12	15	4	0.70
147	49.33	12.67	0.33	1	0	14	17	4	0.80
148	59.33	42.33	0.50	1	0	12	15	3	0.60
149	13.67	5.33	0.33	1	0	12	15	2	0.70
150	48.00	30.67	0.50	0	1	12	15	1	0.80
151	40.67	4.33	0.50	0	1	9	12	5	0.80
152	65.67	2.33	0.50	0	1	12	15	1	0.60
153	3.00	40.67	0.50	1	0	14	17	2	0.90
154	9.00	32.33	0.50	1	1	9	12	2	0.90
155	49.67	58.67	0.75	1	0	12	15	3	0.60
156	35.33	13.67	0.50	1	1	12	15	3	0.90
157	6.33	17.00	0.50	1	1	14	17	4	0.90
158	2.67	29.67	0.33	1	1	9	12	3	0.80
159	50.33	44.00	0.50	0	1	12	15	4	0.60
160	18.67	49.33	0.50	0	1	14	17	5	0.90
161	40.67	12.67	0.50	1	1	9	12	4	0.60
162	30.00	58.00	0.33	0	1	12	15	2	0.60
163	38.00	40.67	0.33	1	1	9	12	2	0.80
164	36.00	49.33	0.50	1	1	14	17	3	0.70
165	13.67	24.33	0.33	1	0	12	15	1	0.80
